Order,8- or 10-Digit HS Code,brief_description,Sector,Subsector,Stage,mfn_text,Unit of Quantity
240,81049000,"Magnesium, articles nesoi",Critical Minerals and Materials,Critical Minerals,Processed,14.8 cents/kg on magnesium content + 3.5%,KG
241,81052030,"Cobalt alloys, unwrought",Critical Minerals and Materials,Critical Minerals,Processed,4.40%,KG
242,81052060,"Cobalt (other than alloys), unwrought",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
243,81052090,"Cobalt, mattes and other intermediate products of cobalt metallurgy; cobalt powders",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
244,81059000,"Cobalt, articles thereof nesoi",Critical Minerals and Materials,Critical Minerals,Processed,3.70%,KG
245,81082000,"Titanium, unwrought; titanium powders",Critical Minerals and Materials,Critical Minerals,Processed,15%,KG
246,81089030,"Titanium, articles nesoi",Critical Minerals and Materials,Critical Minerals,Processed,5.50%,KG
247,81089060,"Titanium, wrought nesoi",Critical Minerals and Materials,Critical Minerals,Processed,15%,KG
248,81092100,"Zirconium, unwrought; zirconium powders, containing less than 1 part hafnium to 500 parts zirconium by weight",Critical Minerals and Materials,Critical Minerals,Processed,4.20%,KG
249,81092900,"Zirconium, unwrought; zirconium powders, not containing less than 1 part hafnium to 500 parts zirconium by weight",Critical Minerals and Materials,Critical Minerals,Processed,4.20%,KG
250,81099100,"Zirconium, articles, nesoi, containing less than 1 part hafnium to 500 parts zirconium by weight",Critical Minerals and Materials,Critical Minerals,Processed,3.70%,KG
251,81099900,"Zirconium, articles, nesoi, not containing less than 1 part hafnium to 500 parts zirconium by weight",Critical Minerals and Materials,Critical Minerals,Processed,3.70%,KG
252,81101000,"Antimony, unwrought; antimony powders",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
253,81109000,"Articles of antimony, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
254,81110047,Unwrought manganese flake containing at least 99.5 percent by weight manganese,Critical Minerals and Materials,Critical Minerals,Processed,14%,KG
255,81110049,"Unwrought manganese, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,14%,KG
256,81121200,"Beryllium, unwrought; beryllium powders",Critical Minerals and Materials,Critical Minerals,Processed,8.50%,KG
257,81121900,"Beryllium, articles nesoi",Critical Minerals and Materials,Critical Minerals,Processed,5.50%,KG
258,81122100,"Chromium, unwrought; chromium powders",Critical Minerals and Materials,Critical Minerals,Processed,3%,KG
259,81122900,"Articles of chromium, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,3%,KG
260,81123100,"Hafnium, unwrought; hafnium powders; hafnium waste and scrap",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
261,81123900,"Hafnium, articles, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,4%,KG
262,81124150,"Rhenium, unwrought; rhenium powders",Critical Minerals and Materials,Critical Minerals,Processed,3%,KG
263,81124900,"Rhenium, articles, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,4%,KG
264,81125100,"Thallium, unwrought; thallium powders",Critical Minerals and Materials,Critical Minerals,Processed,4%,KG
265,81129230,"Indium, unwrought; indium powders",Critical Minerals and Materials,Critical Minerals,Processed,Free,KG
266,81129240,"Niobium (columbium), unwrought; niobium powders",Critical Minerals and Materials,Critical Minerals,Processed,4.90%,KG
267,81129265,"Germanium powder, wrought",Critical Minerals and Materials,Critical Minerals,Processed,4.40%,KG
268,81129270,"Vanadium, unwrought and powders",Critical Minerals and Materials,Critical Minerals,Processed,2%,KG
269,81129910,Germanium nesoi and articles thereof,Critical Minerals and Materials,Critical Minerals,Processed,4.40%,KG
270,81129920,"Vanadium, nesoi, and articles thereof",Critical Minerals and Materials,Critical Minerals,Processed,2%,KG
271,81129991,"Articles of gallium, indium, or niobium, nesoi",Critical Minerals and Materials,Critical Minerals,Processed,4%,KG
272,25221000,Quicklime (other than calcium oxide and hydroxide of heading 2825),Energy,Carbon Capture,Input,Free,KG
273,25232100,"Portland cement (white cement), whether or not artificially colored",Energy,Carbon Capture,Input,Free,T
274,25232900,"Portland cement (other than white cement), whether or not colored",Energy,Carbon Capture,Input,Free,T
275,27090010,"Petroleum oils and oils from bituminous minerals, crude, testing under 25 degrees A.P.I.",Energy,Carbon Capture,Input,5.25 cents/bbl,BBL
276,27090020,"Petroleum oils and oils from bituminous minerals, crude, testing 25 degrees A.P.I. or more",Energy,Carbon Capture,Input,10.5 cents/bbl,BBL
277,28041000,Hydrogen,Energy,Carbon Capture,Input,3.70%,KM3
278,28043000,Nitrogen,Energy,Carbon Capture,Input,3.70%,KM3
279,28141000,Anhydrous ammonia,Energy,Carbon Capture,Input,Free,T
280,28142000,Ammonia in aqueous solution,Energy,Carbon Capture,Input,Free,T
281,29012100,Ethylene,Energy,Carbon Capture,Input,Free,KG
282,29012200,Propene (Propylene),Energy,Carbon Capture,Input,Free,KG
283,29091930,Triethylene glycol dichloride,Energy,Carbon Capture,Input,Free,KG
284,29101000,Oxirane (Ethylene oxide),Energy,Carbon Capture,Input,5.50%,KG
285,29221100,Monoethanolamine and its salts,Energy,Carbon Capture,Input,6.50%,KG
286,29221200,Diethanolamine and its salts,Energy,Carbon Capture,Input,6.50%,KG
287,84137020,"Centrifugal pumps for liquids, not fitted with a measuring device, nesoi",Energy,Carbon Capture,Input,Free,NO
288,84148020,"Gas compressors, nesoi",Energy,Carbon Capture,Input,Free,NO
289,84148090,"Air or gas pumps, compressors and fans, nesoi",Energy,Carbon Capture,Input,3.70%,NO
290,84149030,Stators and rotors of goods of subheading 8414.30,Energy,Carbon Capture,Input,Free,NO
291,84149041,"Parts of air or gas compressors, nesoi",Energy,Carbon Capture,Input,Free,NA
292,25070000,"Kaolin and other kaolinic clays, whether or not calcined",Energy,Electric Grid,Input,Free,T
293,25251000,"Mica, crude or rifted into sheets or splittings",Energy,Electric Grid,Input,Free,KG
294,25252000,"Mica, powder",Energy,Electric Grid,Input,Free,KG
295,25261000,"Steatite, natural n/crushed or powdered, whether or not roughly trimmed or cut into rect. blocks or slabs; talc n/crushed or powdered",Energy,Electric Grid,Input,Free,KG
296,25262000,"Steatite, natural; talc; the foregoing crushed or powdered",Energy,Electric Grid,Input,Free,T
297,25291000,Feldspar,Energy,Electric Grid,Input,Free,T
298,25292100,"Fluorspar, containing by weight 97 percent or less of calcium fluoride",Energy,Electric Grid,Input,Free,T
299,25292200,"Fluorspar, containing by weight more than 97 percent of calcium fluoride",Energy,Electric Grid,Input,Free,T
300,25309010,Natural cryolite; natural chiolite,Energy,Electric Grid,Input,Free,T
301,26011100,"Iron ores and concentrates (other than roasted iron pyrites), not agglomerated",Energy,Electric Grid,Input,Free,T
302,26011200,"Iron ores and concentrates (other than roasted iron pyrites), agglomerated",Energy,Electric Grid,Input,Free,T
303,26030000,Copper ores and concentrates,Energy,Electric Grid,Input,1.7 cents/kg on lead content,NA
304,26040000,Nickel ores and concentrates,Energy,Electric Grid,Input,Free,CKG
305,26060000,Aluminum ores and concentrates,Energy,Electric Grid,Input,Free,T
306,26100000,Chromium ores and concentrates,Energy,Electric Grid,Input,Free,T
307,26110030,Tungsten ores,Energy,Electric Grid,Input,Free,KG
308,26110060,Tungsten concentrates,Energy,Electric Grid,Input,37.5 cents/kg on tungsten content,KG
309,27090010,"Petroleum oils and oils from bituminous minerals, crude, testing under 25 degrees A.P.I.",Energy,Electric Grid,Input,5.25 cents/bbl,BBL
310,27090020,"Petroleum oils and oils from bituminous minerals, crude, testing 25 degrees A.P.I. or more",Energy,Electric Grid,Input,10.5 cents/bbl,BBL
311,27101945,"Mixture of hydrocarbons from petro oils & bitum. min. or preps.70%+ by wt. fr. petro. oils, nesoi, n/o 50% any single hydrocarbon",Energy,Electric Grid,Input,10.5 cents/bbl,BBL
312,39046100,"Polytetrafluoroethylene (PTFE), in primary forms",Energy,Electric Grid,Input,5.80%,KG
313,39073000,Epoxide resins in primary forms,Energy,Electric Grid,Input,6.10%,KG
314,44011100,"Coniferous fuel wood, in logs, in billets, in twigs, in faggots or similar forms",Energy,Electric Grid,Input,Free,KG
315,44011200,"Nonconiferous fuel wood, in logs, in billets, in twigs, in faggots or similar forms",Energy,Electric Grid,Input,Free,KG
316,44012100,Coniferous wood in chips or particles,Energy,Electric Grid,Input,Free,CTN
317,44012200,Nonconiferous wood in chips or particles,Energy,Electric Grid,Input,Free,CTN
318,44013100,"Sawdust and wood waste and scrap,  pellets",Energy,Electric Grid,Input,Free,KG
319,44013200,Wood briquettes,Energy,Electric Grid,Input,Free,KG
320,44013942,"Sawdust and wood waste and scrap, agglomerated, excluding wood pellets, wood briquettes and artificial fire logs",Energy,Electric Grid,Input,Free,KG
321,44014100,"Sawdust, not agglomerated",Energy,Electric Grid,Input,Free,KG
322,44014900,"Other wood waste and scrap, not agglomerated, other than sawdust",Energy,Electric Grid,Input,Free,KG
323,72155000,"Iron/nonalloy steel nesoi, bars and rods, not further wkd. than cold-formed or cold-finished, not in coils",Energy,Electric Grid,Input,Free,KG
324,72230010,"Stainless steel, round wire",Energy,Electric Grid,Input,Free,KG
325,72230050,"Stainless steel, flat wire",Energy,Electric Grid,Input,Free,KG
326,72230090,"Stainless steel, wire (other than round or flat wire)",Energy,Electric Grid,Input,Free,KG
327,72261110,"Alloy silicon electrical steel (grain-oriented), width 300mm+ but less th/600mm, flat-rolled products",Energy,Electric Grid,Input,Free,KG
328,72261190,"Alloy silicon electrical steel (grain-oriented), width less th/300mm, flat-rolled products",Energy,Electric Grid,Input,Free,KG
329,74071015,"Refined copper, hollow profiles",Energy,Electric Grid,Input,3%,KG
330,74071030,"Refined copper, profiles (o/than hollow profiles)",Energy,Electric Grid,Input,3%,KG
331,74071050,"Refined copper, bars and rods",Energy,Electric Grid,Input,1%,KG
332,74072115,"Copper-zinc base alloys (brass), hollow profiles",Energy,Electric Grid,Input,2.20%,KG
333,74072130,"Copper-zinc base alloys (brass), profiles (o/than hollow profiles)",Energy,Electric Grid,Input,2.20%,KG
334,74072150,"Copper-zinc base alloys (brass), low fuming brazing rods",Energy,Electric Grid,Input,2.20%,KG
335,74072170,"Copper-zinc base alloys (brass), bars & rods nesoi, having a rectangular cross section",Energy,Electric Grid,Input,1.90%,KG
336,74072190,"Copper-zinc base alloys (brass), bars & rods nesoi, not having a rectangular cross section",Energy,Electric Grid,Input,2.20%,KG
337,74081130,"Refined copper, wire, w/maximum cross-sectional dimension over 9.5 mm",Energy,Electric Grid,Input,1%,KG
338,74081160,"Refined copper, wire, w/maximum cross-sectional dimension over 6 mm but not over 9.5 mm",Energy,Electric Grid,Input,3%,KG
339,74081900,"Refined copper, wire, w/maximum cross-sectional dimension of 6 mm or less",Energy,Electric Grid,Input,3%,KG
340,74082100,"Copper-zinc base alloys (brass), wire",Energy,Electric Grid,Input,3%,KG
341,74082210,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), wire, coated or plated with metal",Energy,Electric Grid,Input,3%,KG
342,74082250,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), wire, not coated or plated w/metal",Energy,Electric Grid,Input,3%,KG
343,74082910,"Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, coated or plated with metal",Energy,Electric Grid,Input,3%,KG
344,74082950,"Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, not coated or plated with metal",Energy,Electric Grid,Input,3%,KG
345,74091110,"Refined copper, plates, sheets and strip, in coils, with a thickness of 5 mm or more",Energy,Electric Grid,Input,3%,KG
346,74091150,"Refined copper, plates, sheets and strip, in coils, with a thickness over 0.15mm but less than 5 mm",Energy,Electric Grid,Input,1%,KG
347,74111010,"Refined copper, tubes and pipes, seamless",Energy,Electric Grid,Input,1.50%,KG
348,74111050,"Refined copper, tubes and pipes, other than seamless",Energy,Electric Grid,Input,3%,KG
349,76149020,"Aluminum, elect. conductors of stranded wire, cables & the like (o/than w/steel core), n/elect. insulated, n/fitted w/fittings or articles",Energy,Electric Grid,Input,4.90%,KG
350,81123900,"Hafnium, articles, nesoi",Energy,Electric Grid,Input,4%,KG
351,81124900,"Rhenium, articles, nesoi",Energy,Electric Grid,Input,4%,KG
352,81129260,"Germanium, unwrought",Energy,Electric Grid,Input,2.60%,KG
353,81129265,"Germanium powder, wrought",Energy,Electric Grid,Input,4.40%,KG
354,81129910,Germanium nesoi and articles thereof,Energy,Electric Grid,Input,4.40%,KG
355,81129991,"Articles of gallium, indium, or niobium, nesoi",Energy,Electric Grid,Input,4%,KG
356,85042300,"Liquid dielectric transformers having a power handling capacity exceeding 10,000 kVA",Energy,Electric Grid,Input,1.60%,NO
357,85049096,"Parts (other than printed circuit assemblies) of electrical transformers, static converters and inductors",Energy,Electric Grid,Input,Free,NO
358,85321000,Fixed electrical capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar,Energy,Electric Grid,Input,Free,NO
359,85351000,"Fuses, for a voltage exceeding 1,000 V",Energy,Electric Grid,Input,2.70%,NO
